"userid","trackid","mood.adorable","mood.aggressive","mood.amazed","mood.angry","mood.animated","mood.bitchy","mood.bored","mood.celebratory","mood.cool","mood.dancing","mood.deep","mood.delighted","mood.dramatic","mood.dreamy","mood.driving","mood.easy","mood.elegant","mood.emotional","mood.encouraged","mood.energetic","mood.enthusiastic","mood.epic","mood.euphoric","mood.excited","mood.fantastic","mood.fast","mood.festive","mood.free","mood.friendly","mood.fun","mood.funny","mood.furious","mood.gentle","mood.glorious","mood.good","mood.graceful","mood.happy","mood.heroic","mood.hot","mood.in_love","mood.inspired","mood.intense","mood.interested","mood.joyful","mood.jumpy","mood.liberated","mood.light_hearted","mood.liked","mood.loud","mood.melancholic","mood.moody","mood.motivational","mood.nocturnal","mood.passionate","mood.peaceful","mood.playful","mood.pleasant","mood.positive","mood.powerful","mood.pulsating","mood.reflective","mood.relaxed","mood.religious","mood.repetitive","mood.retro","mood.rhythmical","mood.romantic","mood.sad","mood.satisfied","mood.sensual","mood.sentimental","mood.serene","mood.severe","mood.sexual","mood.sexy","mood.slow","mood.smooth","mood.soft","mood.sorry","mood.spiritual","mood.spontaneous","mood.stimulated","mood.strong","mood.stylish","mood.successful","mood.tragic","mood.tranquil","mood.uplifting","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
3017,14197127,,,,0,,,0,,,0,,0,,,,,0,,,0,0,,,,,,,,,,,,1,,,,,,,,,0,0,,0,,,,,,,,,0,0,0,0,,,0,,,,0,,,0,,,,,,,,,,,0,,,0,0,,0,,,,,0,0,1,0,0,0,1,0,0
52,29080131,,,0,,,,1,0,0,,0,,0,,,,0,,,,,,0,,0,,0,,,0,0,,,,,,,,,,,0,,,,,,,0,,,,,,,,,0,,0,,,,,,0,0,,0,,,,,,,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0
447,1398086,,,0,,,,,,,,0,,,,,,,,,,,1,1,,,,,,,0,,,0,,,,,,,0,0,,,,,1,,,,,,1,,1,,0,,0,,,,,,,,0,,0,0,,0,,,,0,,,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,1
3219,16062701,0,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,0,,,,0,,,0,1,0,,,,,,,0,,,,,,0,,0,0,,,,,0,,,,,,0,,,,0,,,,0,1,,1,,,0,,,0,0,0,0,0,0,0,0,0,0
353,178538,,0,,,,0,,,,,,0,,,,,,0,,,,,0,0,0,,0,,0,,,,0,,0,,,,0,,,0,0,,0,0,,,,,,,0,,0,1,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,0,0,0,1,0,0,0,0
2186,4085081,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,,,,0,,1,,,0,,,,,,,0,0,,,,,,,,,,0,,,,,,,,,,0,0,,0,,,,,,0,,,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2594,3787891,0,,,0,,,,,,,,,0,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,0,0,,,0,,0,,0,0,0,,,0,,,,0,,,,,,0,,,,,,0,,0,,,,,,,,,1,,0,,0,,,,,0,1,0,0,0,0,0,0,0
1615,285095,,,0,,,,,0,,,1,,,,,,,0,,,,,,,0,,,,,,0,0,,,,0,,,0,,,,,,,,,,0,,,0,0,,,1,,,,,,0,0,,,,0,,,0,,,0,,,,0,,0,,,,,0,,,,0,1,0,0,0,0,0,0,0,0
1664,8971010,,,,0,,0,,,,0,,,0,0,,0,,,0,,0,0,,,,,,0,,,,,,,0,,,,,0,0,0,,,,,0,,,,0,1,,,,,,,,,0,,,1,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,0,0,1,0,0,0,1,0
2955,21181257,,0,,0,,,,1,,,0,,,,,1,,1,,,0,1,,,,,,0,,,1,,0,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,1,0,0,,,,,,,,,,,,0,,,0,0,,0,1,,,,,,,1,0,0,0,1,1,1,1,0
1292,40136486,,,0,0,,,0,,0,,,,0,,,,0,0,,,,,,,,,0,,,,,,,,0,,,,0,0,,,,,,,,,,0,,1,,,0,0,,,,,,0,0,,,0,,,,,,,,0,,,0,,,,,0,,,,,0,,1,0,0,0,0,0,0,0,0
2280,38636052,0,,,,0,,,0,,,0,,,,,0,,0,,,0,0,,0,0,,1,,,,0,,,,,,,0,0,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,0,1,0,0
1182,144176,0,,,,,0,,0,,1,,,,0,,,,,,,,,,,,0,0,,,,0,0,0,,,,0,,,,0,,,,0,,,,,,0,,,0,,0,,,,,,,0,,,,,,0,,0,,,,,,,0,,,0,,1,,,,,,0,0,0,0,1,0,1,0,0
2523,34980622,,,,,,,,,,,0,,0,0,,,,,,,,,0,0,0,,0,,,,,,,,,,,,0,,,,,,0,,0,,,0,,,,,0,1,0,,,,,0,0,,,,,0,,,,0,0,,,,0,,,,,,,,,0,,0,1,0,0,0,0,0,0,0,0
1738,16089367,,,1,,,,,,0,0,,,,,,,,0,,,,,,,0,0,,,,1,,0,,,,,,1,,,,0,1,1,0,,,,0,,1,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,,,,,,,0,1,,,0,,1,1,0,1,0,1,0,0,0
2280,34437570,,,0,,,,,,,0,,0,,,,,,,,0,,0,,,,,,,,0,0,,,,,,,0,0,,0,,,,,,,,,0,,,0,,,,,0,,0,,,,,,,,0,,0,,,,,0,1,,,,,0,,,0,,0,0,,0,0,0,0,0,1,0,0,0
1615,5700802,,0,,0,,,,,,,0,0,,,,,,1,,,0,,,,,,,,0,,0,,0,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,,,,,,,,,0,,,1,0,,,,,,,,,,0,,0,0,0,,,,0,1,0,0,0,0,0,0,0
3225,228859,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,0,,,0,,0,,,,,0,,,,,,,,,0,0,,,,,1,,0,0,,,,0,,0,0,1,,,,0,,,0,,,0,,,,0,,,,,,0,0,0,0,0,0,0,0,0
447,44747677,,,,0,,,,,,,,,,,,,,,,0,1,0,,,0,,0,,,,,,,,0,,,,,0,,0,,0,,0,1,,,,,0,,,,,1,,,0,,,0,0,,0,,,,,,,,,,1,,,,,,1,,,0,0,,,1,0,0,0,0,0,1,0,0
2367,44747677,,0,,,0,,,0,,,,,,1,0,,,,0,,,0,,,0,,,,,,,0,,0,,,,,,,,,,0,,0,,1,,,,,,,1,,,,,,0,,,,1,,1,,1,,,,0,0,0,,,,,,,,,,,0,,,1,1,1,1,1,1,1,1,1
599,44747677,,,,,,,,0,0,,0,,,,0,,,0,,0,,,,0,,,,0,,0,,,0,,1,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,0,,,,,,,0,,,,,,,,0,,,,,,,,0,1,0,0,0,0,0,1,0
840,3103806,0,0,,,,,,,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,,,,1,,0,,0,,0,,,,,,,0,,0,,0,,,,0,,0,0,0,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0
2594,29830121,0,,,,,0,,,0,,,,,,0,,,,,,0,,,,0,,,,,,,0,0,,1,,,0,,,0,,0,,,,,0,,,,0,,,,,,0,1,,0,0,,,0,,,,,,0,,,,0,,,,,,0,,,,,,,,0,0,0,0,0,0,1,1,0
2375,5554688,,,,0,,,,,,1,0,,0,,0,0,,,,,,,,1,,,,,1,,,,,0,,1,,,0,,,,,,1,,0,,,,0,,,,,0,,,0,,0,,,,,0,,,0,,,,,,,0,0,0,,,,,,,,,,,1,0,1,0,0,0,1,1,0
3190,519826,,,,,0,,,,0,0,0,,0,,,0,,,,1,0,,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,1,,0,,,,,,0,,0,,,,,0,,0,,,,,,,0,,,,,,0,0,,0,,,,,0,0,0,0,0,0,0,1,0
1738,29505532,,,,,,,,,,,0,,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,,0,,1,1,0,0,0,,1,,1,0,0,,0,0,,,,1,,,,,1,,1,1,1,0,0,0,1,1,1
232,44812171,,,,,,,,0,,,0,,,,,0,0,,,,,,,0,,,,,,0,,0,0,,,0,,,,0,,,,,,,,,,,,0,0,,0,1,0,,0,,,,,,,,,,,,,0,,,0,,,0,0,,,,,,,0,0,,1,1,1,1,1,1,1,1,1
1615,14359248,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,0,,,,,,,0,,,0,,,0,,0,,,,,,,,,,0,,,,,,,0,0,,,0,,,,0,,,0,0,,,,,1,,,0,,0,,0,0,,,,0,1,0,0,1,0,0,0,0
2523,41177041,,,,,,0,,,,,0,,,,0,0,,1,,,,,0,,,,,,,,,0,,,0,,,,,0,,,,0,,,,,,,,,,,,,,0,,,0,,0,,,0,,,,,0,,0,0,0,,,,,,0,0,,0,,0,,,0,0,0,0,0,0,0,1,0
353,417192,,,,0,,,,,0,,0,,0,,,,,,,,,,,,0,,,,,0,,0,,,,,,,,0,0,,0,0,,0,,,,,,,0,0,,0,0,0,,,,,,,,,,,,,0,0,,,,,,1,0,,,,,,0,,,,0,0,0,0,1,0,0,0,0
2186,23923091,,,,0,,,,0,,,,,,,,,,,,0,,,,0,0,,,,,0,,,,0,0,,,0,,0,,1,,0,0,,,,,,0,,,0,0,0,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,0,,,,,,0,0,0,0,0,0,0,1,0
2523,14250538,0,,0,,,,,,0,0,0,,,,,,0,,,,,,,0,0,,,,0,,,,,,0,,,,,0,,,,,,,1,0,,,,,,0,,,0,,0,,0,,,,,,,,,0,,,,,,,0,,,,0,,,0,0,,,,0,1,0,0,0,0,0,0,0
1292,13726789,0,0,,0,,,0,,,,0,,0,,,,,,0,0,,,0,,,,,0,,,,,,0,,,0,0,0,,,,0,,,,,,,,,,,,,,0,,,,,1,,,,,,,0,0,,,,,0,,,,,,,,0,,,0,,,0,0,0,0,0,0,1,0,0
1182,31062877,,0,0,,,,0,,,,,,0,,0,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,0,0,,,,,,0,,,,,0,,0,,,0,,,0,,,,,,1,0,,1,,0,,,,,,0,,,,,0,,,,,,0,1,0,0,0,0,0,0,0
3226,43912823,,1,1,,,,,0,,,,0,0,,,,,,0,,1,,,,1,,,,,,,,,0,,,,,,0,0,,,,,,,,,,,0,1,,,,,,,0,,,,0,,,,,0,,,0,0,,,0,0,,,0,,,,,,,0,,0,0,1,0,1,1,1,0,1
3190,22047185,,0,0,0,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,0,,,0,,0,0,0,,,0,,,,,,,,0,,,,,,,,,,0,,,,,,0,,,,0,0,,0,,,0,,,0,,0,,0,0,0,0,0,1,0,0,0,0
2148,9635083,0,0,,,0,,,,0,1,0,,,,,,,,,0,0,,,0,,,0,,,,,,,1,,,,,,,,,,,0,0,,0,,,,,,0,,0,,,0,,,1,,,,,,,0,,,,,,,,,0,,,,,,0,,,,0,0,1,1,0,0,0,0,0,0
2185,29018895,,,,0,,,,,,,,0,,,,,0,0,,,,,0,,,1,,0,,,0,0,,,0,,,0,,0,,,,0,,0,,,,,,,,0,,,,,,,,0,,,0,0,,,0,,0,,,,0,,,,,0,,,,,,,,,0,0,0,0,1,0,0,0,1
3190,1086283,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,0,0,0,,0,0,,0,,,0,,,,,0,,,0,,,,0,0,,,,0,,,0,,,,0,,,,0,,,,,0,,,,0,,,,,0,0,0,1,0,0,0,0,0
2367,1086283,,1,1,,,0,,,,0,0,,0,,1,,,,,0,0,,,0,,,,,,,,,0,,,,,0,,,,,,0,0,,1,,,,,,,,,,,,,1,,,,,,,,,,,,0,0,,,,0,0,,,,,,,,0,,0,1,1,1,1,1,1,1,1,1
275,1086283,,,,,,,,,,,,0,0,,,0,,,,,,0,,,,,0,0,,,,0,,,,,,,,,0,,,,,,,,0,,,0,,,,0,0,,,,0,,,,1,,0,,,1,,,0,,,,,,,,,0,0,,0,0,,0,0,0,0,1,0,0,0,1,0
2888,1079673,,,,,,,,,0,,,,,0,0,,,,0,,,,,,0,,,,0,0,,0,,,0,,,,,,,,,,,0,,,0,,0,,,,,0,,,,,0,,0,,,,,0,,1,0,0,0,,,,0,,,,,,,0,,,,,0,0,0,0,0,0,1,1,0
2523,2234786,,,,,,,,0,,0,,,,,,1,,,0,0,,,,0,,,,,,,,0,,0,,,,,,,0,0,0,0,,,0,,,0,,,,,,,0,,,,,0,,0,,,,0,,,,,,0,,,,,0,,,,0,0,,,,,0,1,0,0,0,0,0,0,0
1664,41053060,,,,,,0,0,,,,,,,,,0,,,,0,,0,0,,,,,,0,,0,0,,,,,0,,,,,0,,,,,,,,,0,,0,,0,,,,1,0,,,,0,0,,,,0,,,,,,,0,,,,,,,,0,1,,,,0,0,0,0,1,0,0,1,0
2434,3447586,,,,,1,,,,,0,,,,,,,,,,0,,,0,,0,0,,,,,,0,,0,0,,,,,,,0,,,,,0,,,,,,,,0,,,0,,,0,,0,,0,0,,,,0,,1,0,,,,,,0,,,,0,,,,,,0,0,0,1,0,0,0,0,0
353,602911,,0,,,,,,,,,0,0,0,0,0,,,,,,,0,,,,0,,,,,,,,,,,0,,0,,,,,,0,1,,0,,,,,,,0,0,,,,0,0,,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,0,0,0,1,0,0,0,0,0
3190,602911,,,0,0,,,1,0,,0,0,,,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,,,,,,0,0,,,,,,,,0,0,0,,0,0,,,,0,,,,,0,,,0,0,0,0,1,0,0,0,0
1182,602911,,,,,,,,0,0,0,,,,,0,0,,,,,,0,,,0,,,,,0,,0,,,,0,,,,,0,0,,0,,,0,0,,1,,,0,,1,,,,0,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,1,0,0,0,1,0,0,0
2594,4374247,,,,,0,0,,,,,,,,,,,,0,,,0,,,0,,0,,,0,,,,,,,,0,,0,,0,0,,,1,,,0,,0,,0,,,0,,,,0,,0,,,,,,,,0,,,,,0,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0
3017,39423642,,,,,,,0,,1,0,0,,0,0,,0,,,,,0,,,,,,0,0,,,,0,,,,,,,,,,,0,,0,,,,0,0,,,,,,,,,0,0,,,0,,,,,,,,,,,0,,,,0,,,,,,,,0,0,,0,0,1,0,0,0,1,0,0
275,3241893,,,,,0,,,,,1,,,0,0,,,,0,,0,0,0,,,,0,0,0,,,0,0,,,,,,,0,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,0,1,,,,,,0,,,0,0,0,0,1,0,0,0,0,0
447,229311,,,0,,,0,0,,,,0,,,1,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,0,0,,,,,0,,,0,0,,,,0,0,0,0,0,1,0,0,0,1,0,0
2434,35469545,,,0,,,0,,,0,,0,,,,0,,0,0,,0,,,,,,,,,,,0,0,,,,,,,,,0,0,,1,0,,0,,,1,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,,,,,,0,,,,,0,0,0,1,0,0,0,0,0,0
2523,5191688,,,0,,,,,,,0,,,,,,,,,0,,,0,,0,0,0,0,,,,,,,,0,0,,,,,,0,0,,,0,,,1,,,0,,,,,,,0,0,,,,,,,,,,0,,,,0,,0,,,,0,,,,,,0,,,0,0,0,0,0,0,0,0,0
353,35119725,0,,,,,,0,,,,0,,0,,,1,,,0,,,,,,,,0,0,0,,,0,,0,,,0,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,0,,,,0,0,,0,,0,,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,1,0
323,6957044,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,,,,0,,,,0,,,0,,,,,0,,0,,,,,,,0,,,0,1,0,,,,0,,0,,,0,0,,,,0,,,0,,,,,0,,0,0,0,0,0,0,0,0,0
602,18303851,,0,,0,,,,,,,,0,0,,,,,,,,,,0,0,,0,0,0,0,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,0,,,1,,0,,,0,0,0,0,,,0,,,,,1,,,,0,,,,0,0,0,0,0,0,0,1,0
275,6532317,0,,,,0,,,0,,,,,,,,0,,,0,0,,,,,,0,,,0,,,,0,0,,,,0,0,,,,,,,0,,,,,,,,0,,1,,,,0,,,,,,,1,,,0,,0,,,,,,,,,,0,,0,1,,,,0,0,0,1,0,0,0,0,1
323,23690316,,,,,0,,,,,,,,0,,,,,,,0,,,,0,0,,,,0,,,,0,0,,,0,0,,,,1,,,,0,,0,,,,,0,,,,,,,,0,,,,,,,0,,,0,,0,0,,,,,,,0,,0,,,0,,,0,0,0,0,0,0,0,0,0
1182,23690316,0,0,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,0,0,,,0,0,1,,0,0,0,,,0,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,0,0,,,,0,,,,,,,0,,,,,0,1,0,0,0,0,0,0,0
3190,23690316,,,,,,,,0,,,0,,,,0,0,0,,0,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,0,,,,0,,0,,0,,,,0,,0,,,1,,,0,0,,,,0,,0,,0,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0
2434,198034,,0,,,,0,,0,,,,0,0,,,,,,,,,,,,0,,,0,,,,0,,,,0,,1,,,0,,,,0,,,0,0,1,,,,,,,0,,,0,,0,,,,,,0,,,,0,,,,,,,,,,0,,,,0,,,0,0,0,0,0,0,0,1,0
596,21894371,0,,0,,,,,,0,,,0,1,,,,0,0,0,,,,0,,0,,,0,,,,0,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,0,,,0,0,,,,,,,0,,,,,,,0,,,,0,0,0,0,0,1,0,0,0
275,33209010,,0,,,,,,0,,0,,,,,0,,0,,,,0,,,0,,,0,,,0,,,,0,,,,,,,0,,,,,0,,,,,,,,0,,,,0,,,,,0,0,,,,,1,0,,,,0,,0,0,1,,,,,,,,,,,1,0,1,0,0,0,0,0,0
1738,21498096,,0,,,,,0,,,,0,,,,1,,,0,,1,,,,1,,,,,,,,1,,,0,0,,,,,,,0,0,,,,0,,,1,,,,,1,,,,0,,,1,,,,,,,0,,,,,,,1,,,0,0,0,,,,,,,0,1,0,1,0,0,1,0,1
2441,12851437,,,0,0,,,,,,,,,,,0,,,0,,,0,,0,0,0,,,,,,,,,,,,,,0,,1,0,,,,,,0,,,0,,,0,,,0,,,,0,1,,,0,1,,0,,,,,,0,,,,,,,,,,0,,,,,0,0,1,0,0,0,0,1,0
145,5894092,,,,,0,,0,,,0,,,,,0,,,1,,,,,0,,,,,,,,0,0,,,,,,,,0,,,0,0,,,,,0,0,,0,,,,0,1,,,,,0,,,,,,,,,,,,,,,,,0,0,,,,,0,,1,0,0,1,0,0,0,0,0,0,1
447,184386,,,,,,0,,,,,,0,,,,,,,,,,0,1,1,,,,0,,,0,,0,,,,,,,,,1,,,,,0,,,,,1,,,,,,1,,,,0,,,,,,,,,,,,,1,,0,0,0,0,,,1,,1,0,,1,0,0,0,0,0,0,1,0,0
232,31533248,,,,,,,,0,,,,0,,0,,0,,0,,,,,,1,,,,,,,,,,0,,,,0,,0,0,,,,,,,0,,,,0,,,,0,,0,,,0,,,0,0,,,0,,,,0,,0,,,,,,0,,0,,,,,,,0,1,0,0,1,0,0,1,0
2602,184386,,,0,,1,,,,0,,,,,0,1,,,1,0,,,0,,,0,,0,0,,,,,,,,,,,,0,,0,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,0,,,,,,0,0,,,0,,,,,,0,1,0,0,0,0,0,1,0,0
1173,31533248,,0,,,,,0,,,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,0,0,,,,,0,,,,,0,0,0,0,,,,,,,0,,,0,,,,,,,,,,,,,,0,0,,0,,,,,0,0,,1,1,1,0,1,1,1,1,1
1182,184386,,,,,0,,,,,,0,,0,,,,,,0,0,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,0,,,,0,,,0,,,0,,,,,0,,0,,0,0,,,0,0,,,,0,0,,1,0,0,0,0,1,0,1,0,0
1221,31533248,,,,,,,,0,0,,,,,,,,0,0,,,,0,0,,0,0,,0,,,,,,,,,0,,,,0,,,,,,,,0,,0,,,0,,,0,0,,0,,,,0,,,0,,,,,,,,0,,,,,,,,,1,,,,0,0,0,0,1,0,0,1,1,1
275,36032771,1,,0,0,,,,,0,,,,,,,,,,,,0,,,,,,0,0,,0,,,,0,0,,,,0,1,,,,,,,,,,0,,0,,,0,,,0,,0,,0,,,,,,,,,,,,,,0,0,,,,0,,,0,,,,,1,0,1,0,0,0,0,0,0
130,36657599,,,,,,0,,,,0,,,,,,1,,0,0,0,,,0,,0,,,,,,,0,,0,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,,,0,,0,,,,,,,,0,,,,0,,,0,0,0,0,0,0,1,0,1
602,41019367,,,,,,1,,,,,,,,,,,,,0,,1,,,,0,0,,0,,0,,,,,,0,,,,,,0,0,0,,0,,0,,,,,,,,,0,,,,,,,,,,0,0,0,,,,,,,,0,,,0,,,0,,0,0,,,0,0,0,0,0,0,0,1,0
2434,30041720,,0,,,0,0,,,0,,,1,,,,,,,,,,,,,0,,,,0,,0,,,,,0,,0,0,,,,0,,,,0,0,,,,,,0,,0,,,0,,,,1,,,,,,,0,,,,,,0,,,,,,0,,,,0,,,0,1,0,0,0,0,0,0,0
2186,30041720,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,0,,,,,,,0,,0,,0,,,,,,,0,,,,,0,0,0,0,,,0,,,0,,0,0,1,,,,,,0,0,,0,0,0,0,0,0,0,0,0
2523,30041720,,,,0,,,,0,0,,,,1,,,,,,0,,,,0,,0,0,,0,0,,,0,,0,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,0,,0,,0,,0,,0,,,,,,0,,,,0,0,0,0,0,1,0,0,0
3219,427668,,,,,0,,,,,,,,,,0,,0,0,,,1,0,,,,,0,,1,,,,,,,,0,,0,0,,,,0,,,,,,,,0,,0,,0,1,,,1,,,,,,,0,,,,,,,,,,,,0,,,0,,,,0,,1,0,0,0,0,0,0,0,0,0
1615,29519839,,,,,0,,0,,0,,,0,,,,,,0,0,,0,0,,,,0,,,0,,0,,,,,,0,,0,,1,,,,,,0,,,,,,,,,,1,0,0,0,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
3190,35809789,,,,,,,,,,,,,0,,,0,,,,,,,,,0,,0,,,,1,,,,,,0,,,,0,,,,0,0,,0,,0,0,,,,,,,0,,,,0,,,0,0,,,,,,,,,,,0,0,0,,,0,,0,,,0,,0,0,0,0,0,0,0,1,0
259,35809789,,,,,0,0,,0,,,0,,,,,,,0,,,,,,0,,,,0,,,,,,,,,0,0,,0,,,0,,,,0,,,,0,0,0,,,,0,,,,1,,,,0,,,,,,,,,0,0,,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0
52,35809789,,,,0,,,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,,0,,,1,0,0,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,0,,,0,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
2148,602916,,,,,0,,,,0,,,,,0,0,,,0,0,,,,,0,,,,,,,,1,0,,,,0,,,,,0,,,,,,,0,,0,0,,,,,0,,,,0,,1,0,,,,,0,1,0,,,,,,,,0,,,,,,,,,,1,0,1,0,1,0,0,1,0
1664,36132672,,,0,1,,,0,0,,,,,,,,,,,,0,0,0,0,,,0,,,,0,,,,,,,,0,,,,,,,,,,,,0,,0,,0,0,,,,,,0,,0,,,,,,0,,,0,,,,,,,,,,,0,0,,0,,,1,0,1,0,0,0,0,0,0
840,1076800,,,,,,,,,,,0,,,,0,,,,,,0,,,0,,,,,0,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,0,,,1,,,0,,0,,,,1,,,0,,0,0,,,,,0,,0,0,0,,,,0,,,0,1,0,0,0,0,0,0,0
2523,36857288,,,,,0,,0,,,,,,,0,,,,,,,0,,0,,,,0,0,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,1,0,,,,,,0,0,,0,,0,0,,,,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2602,38297952,0,,,0,0,,0,,,1,1,1,,0,,,,,,,,,,,,,,,,,,,1,,1,,,0,0,0,,1,,,,0,,0,,,,,,,,,,,0,,,,0,,0,,,,,,,,,0,,,1,,,,,,,,,,0,,1,1,1,0,1,1,1,1,1
602,13690245,,0,,,0,0,,,,,,,,,,,,,,,,1,,,,0,,,,,0,0,,,,0,0,0,,,0,,,0,,,0,,,,,,,,,,,,1,,,,0,,,,0,,0,,,,,,0,,0,,0,,,,0,0,,,,,0,0,1,0,0,0,0,0,0
353,2012655,,,,,,,0,,,,,,,,,,0,,,,0,,0,0,0,,0,0,,0,,0,,,,,,,0,,,,,0,0,,0,0,,,0,,,,,,,,,,0,,,,,,,0,,,,,,0,,,0,,,,,1,,,,,,0,0,0,0,0,0,0,0,1,0
596,2012655,,,,,,,,,,,0,0,,,,,0,,,1,,,0,,,0,0,,,,,,,,,0,,0,,,,,0,,,0,,,,,,0,,0,0,,,,,,0,,,0,0,,,,,,,,,,0,,0,,,,,,,0,,,0,0,0,0,0,0,0,1,0,0,0
2238,2012655,,,,0,,,1,0,,,,,,,0,,0,,,,,,0,,,,,,0,,,,,0,0,,,0,,0,,0,,,,0,,,,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,0,0,0
2523,33157395,0,,0,,0,,0,,1,0,,,0,0,,,,,,,,,,0,,,,,,0,0,,,,,,0,0,,0,,,,,,0,,,,,,,,,,,,,,,0,,0,,,,,,,0,,,,,0,,,,0,0,,,,,,,0,,0,0,0,0,0,0,0,1,0
3228,18236530,,,,0,,,,,,,,,,,,0,,,,0,,0,0,,1,,0,,,,,,,,,,,0,,0,,,0,,,0,,,,0,,0,,,,,1,,0,,,,,,,,0,0,0,,,,,,,,,1,,,0,,,0,,,0,,0,1,0,0,0,0,0,0,0
2185,43957261,,,,0,,,0,,,,1,,,,,0,0,0,0,0,,,,,0,0,,,,0,,0,,0,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,,,0,,,0,0,,,,0,,,1,,,,,,,,,0,,0,0,0,0,0,1,1,0,0
1221,42064025,0,,,,,,,,,,,,0,0,,,0,,,,,,,,0,0,,,,1,,,,0,,,,0,,,1,,,,,,,,,0,0,,,,,1,,,,,,0,,0,,,0,0,,0,0,,,,,,,0,,,,,0,,0,,,,1,0,0,1,0,1,1,1,0
2367,11391383,,,0,0,,,,,,,,,,1,0,,,,,,,0,0,1,0,,,,,0,,,,,0,,0,0,,,1,,,0,,,,,,,0,,,,,0,,,,,,,0,,0,,,,1,,,,,,,,,1,,0,,,,,,,1,,1,1,1,1,1,1,1,1,1
